"workclass","occupation","capital-gain","capital-loss","hours-per-week","native-country","earnings-probability"
"Private","Handlers-cleaners",0,0,56,"Dominican-Republic","<=50K"
"Private","Machine-op-inspct",0,0,48,"United-States","<=50K"
"Private","Prof-specialty",0,0,50,"United-States","<=50K"
"Private","Exec-managerial",0,0,50,"United-States",">50K"
"Private","Other-service",0,0,32,"United-States","<=50K"
"Private","Exec-managerial",0,0,50,"United-States",">50K"
"Private","Sales",0,0,40,"United-States","<=50K"
"Private","Other-service",0,0,60,"United-States",">50K"
"Private","Sales",0,0,40,"United-States",">50K"
"Private","Farming-fishing",0,0,42,"United-States","<=50K"
"Private","Prof-specialty",0,1887,40,"United-States",">50K"
"Self-emp-not-inc","Transport-moving",0,0,20,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"Jamaica","<=50K"
"Self-emp-inc","Sales",0,0,60,"United-States",">50K"
"Local-gov","Tech-support",0,1564,52,"United-States",">50K"
"Private","Adm-clerical",0,0,20,"United-States","<=50K"
"Private","Other-service",0,0,40,"United-States","<=50K"
"Self-emp-inc","Sales",0,0,50,"United-States",">50K"
"Federal-gov","Protective-serv",0,0,60,"United-States","<=50K"
"State-gov","Other-service",0,0,32,"United-States",">50K"
"Private","Farming-fishing",0,0,40,"United-States","<=50K"
"Private","Tech-support",0,0,40,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Federal-gov","Exec-managerial",0,0,40,"United-States","<=50K"
"Private","Adm-clerical",0,0,40,"United-States","<=50K"
"Private","Transport-moving",0,0,40,"United-States","<=50K"
"Private","Transport-moving",0,0,20,"United-States","<=50K"
"Private","Sales",0,0,40,"United-States","<=50K"
"Self-emp-not-inc","Prof-specialty",0,2174,50,"United-States",">50K"
"Local-gov","Prof-specialty",0,0,40,"United-States",">50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Prof-specialty",0,0,40,"United-States",">50K"
"Private","Prof-specialty",0,0,22,"Ecuador","<=50K"
"Private","Exec-managerial",0,0,40,"United-States",">50K"
"Private","Adm-clerical",0,0,18,"United-States","<=50K"
"Private","Other-service",0,0,32,"United-States","<=50K"
"Private","Prof-specialty",0,0,40,"France","<=50K"
"Federal-gov","Adm-clerical",0,880,40,"United-States","<=50K"
"Private","Prof-specialty",15024,0,40,"United-States",">50K"
"Private","Tech-support",0,0,33,"Jamaica","<=50K"
"Self-emp-inc","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Prof-specialty",0,0,30,"United-States","<=50K"
"Private","Exec-managerial",0,0,50,"United-States",">50K"
"Local-gov","Prof-specialty",0,1977,35,"United-States",">50K"
"Private","Tech-support",0,0,40,"United-States",">50K"
"Private","Machine-op-inspct",0,0,75,"Haiti","<=50K"
"Private","Tech-support",0,0,40,"United-States","<=50K"
"Self-emp-not-inc","Exec-managerial",0,0,40,"Mexico",">50K"
"Private","Prof-specialty",0,0,45,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,50,"United-States","<=50K"
"Private","Prof-specialty",0,0,4,"United-States","<=50K"
"Private","Exec-managerial",0,0,40,"United-States","<=50K"
"Self-emp-not-inc","Other-service",0,0,20,"United-States","<=50K"
"Private","Exec-managerial",0,0,60,"United-States",">50K"
"Private","Prof-specialty",0,0,40,"United-States","<=50K"
"Private","Sales",0,0,80,"United-States","<=50K"
"Private","Exec-managerial",99999,0,55,"United-States",">50K"
"Self-emp-not-inc","Machine-op-inspct",0,0,40,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,40,"United-States","<=50K"
"Private","Adm-clerical",0,0,40,"United-States","<=50K"
"Private","Prof-specialty",0,1564,40,"United-States",">50K"
"Private","Sales",0,0,48,"United-States","<=50K"
"Private","Prof-specialty",0,880,36,"United-States","<=50K"
"Private","Sales",0,0,45,"United-States","<=50K"
"Private","Tech-support",0,0,40,"United-States",">50K"
"Local-gov","Adm-clerical",0,0,10,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Exec-managerial",0,0,40,"United-States","<=50K"
"Private","Prof-specialty",0,0,30,"Mexico","<=50K"
"Private","Priv-house-serv",0,0,30,"United-States","<=50K"
"Local-gov","Prof-specialty",0,0,60,"United-States",">50K"
"Private","Sales",0,0,40,"United-States",">50K"
"Private","Other-service",0,1672,44,"United-States","<=50K"
"Private","Exec-managerial",0,0,40,"United-States",">50K"
"Private","Sales",3464,0,40,"United-States","<=50K"
"Private","Exec-managerial",0,0,4,"United-States","<=50K"
"Private","Other-service",0,0,40,"United-States","<=50K"
"Local-gov","Craft-repair",0,2267,40,"United-States","<=50K"
"Private","Prof-specialty",0,0,50,"United-States","<=50K"
"Private","Exec-managerial",0,0,40,"United-States",">50K"
"Private","Craft-repair",0,0,40,"Mexico","<=50K"
"Private","Sales",0,0,45,"United-States",">50K"
"Private","Machine-op-inspct",0,1887,60,"United-States",">50K"
"State-gov","Exec-managerial",0,0,40,"United-States",">50K"
"Private","Craft-repair",0,0,46,"United-States",">50K"
"Private","Prof-specialty",0,0,50,"United-States",">50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"United-States",">50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Exec-managerial",0,0,50,"United-States","<=50K"
"Private","Adm-clerical",0,0,20,"United-States","<=50K"
"Private","Handlers-cleaners",0,0,70,"United-States","<=50K"
"Self-emp-not-inc","Farming-fishing",0,0,30,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,40,"United-States",">50K"
"Private","Prof-specialty",0,0,4,"United-States","<=50K"
"Private","Exec-managerial",0,0,65,"Hong",">50K"
"Private","Handlers-cleaners",0,0,40,"United-States","<=50K"
"Private","Craft-repair",0,0,45,"United-States","<=50K"
"Private","Craft-repair",0,0,50,"United-States",">50K"
"Self-emp-not-inc","Sales",0,0,55,"United-States","<=50K"
"Federal-gov","Adm-clerical",0,0,40,"United-States","<=50K"
"Self-emp-not-inc","Transport-moving",0,0,20,"United-States","<=50K"
"Private","Craft-repair",0,0,72,"United-States",">50K"
"Private","Prof-specialty",0,0,40,"United-States","<=50K"
"Private","Adm-clerical",0,0,40,"United-States","<=50K"
"Private","Exec-managerial",7298,0,50,"United-States",">50K"
"Private","Sales",0,0,40,"United-States","<=50K"
"Private","Sales",0,0,41,"United-States","<=50K"
"Private","Other-service",0,0,28,"United-States","<=50K"
"Federal-gov","Adm-clerical",0,0,50,"United-States","<=50K"
"Local-gov","Protective-serv",0,0,40,"United-States","<=50K"
"Self-emp-inc","Exec-managerial",0,0,65,"United-States",">50K"
"Private","Farming-fishing",0,0,40,"United-States","<=50K"
"Private","Other-service",0,0,13,"United-States","<=50K"
"Federal-gov","Other-service",0,0,10,"United-States","<=50K"
"Federal-gov","Prof-specialty",15024,0,50,"United-States",">50K"
"Private","Sales",0,0,35,"United-States","<=50K"
"Private","Prof-specialty",0,0,40,"England",">50K"
"Private","Priv-house-serv",0,0,8,"United-States","<=50K"
"Federal-gov","Adm-clerical",0,0,40,"Italy",">50K"
"Private","Exec-managerial",0,1887,40,"United-States",">50K"
"Private","Craft-repair",0,0,40,"United-States",">50K"
"Private","Machine-op-inspct",2829,0,40,"United-States","<=50K"
"Self-emp-not-inc","Craft-repair",0,0,50,"United-States","<=50K"
"Private","Tech-support",0,0,40,"United-States","<=50K"
"Private","Prof-specialty",0,0,40,"United-States","<=50K"
"Private","Adm-clerical",0,0,40,"United-States","<=50K"
"Private","Handlers-cleaners",0,0,40,"United-States","<=50K"
"Private","Exec-managerial",0,0,40,"United-States","<=50K"
"Self-emp-not-inc","Prof-specialty",0,0,50,"United-States","<=50K"
"Local-gov","Prof-specialty",0,0,50,"United-States",">50K"
"Private","Sales",0,0,40,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"Poland","<=50K"
"Private","Farming-fishing",0,0,40,"United-States","<=50K"
"Local-gov","Adm-clerical",0,0,40,"United-States","<=50K"
"Self-emp-not-inc","Other-service",0,1876,50,"United-States","<=50K"
"Private","Prof-specialty",0,0,6,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,48,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Self-emp-not-inc","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Exec-managerial",0,0,45,"United-States",">50K"
"Private","Other-service",0,0,48,"United-States","<=50K"
"Private","Prof-specialty",0,1902,40,"United-States",">50K"
"Self-emp-inc","Sales",7688,0,40,"United-States",">50K"
"Self-emp-not-inc","Farming-fishing",2414,0,40,"United-States","<=50K"
"Private","Other-service",0,0,24,"United-States","<=50K"
"Without-pay","Handlers-cleaners",4416,0,40,"United-States","<=50K"
"Private","Prof-specialty",0,0,7,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,50,"United-States","<=50K"
"Private","Prof-specialty",0,0,40,"India","<=50K"
"Private","Craft-repair",0,0,42,"United-States","<=50K"
"Private","Other-service",0,0,50,"United-States","<=50K"
"Private","Exec-managerial",0,0,55,"United-States","<=50K"
"Private","Sales",0,1721,40,"United-States","<=50K"
"Private","Machine-op-inspct",0,1590,40,"United-States","<=50K"
"Private","Exec-managerial",0,0,40,"United-States","<=50K"
"Self-emp-not-inc","Craft-repair",0,0,35,"United-States","<=50K"
"Self-emp-not-inc","Sales",0,1876,60,"United-States","<=50K"
"Self-emp-not-inc","Craft-repair",0,0,40,"United-States","<=50K"
"Self-emp-inc","Prof-specialty",0,0,60,"United-States",">50K"
"Self-emp-not-inc","Exec-managerial",0,0,84,"United-States","<=50K"
"Self-emp-not-inc","Craft-repair",0,0,45,"United-States",">50K"
"Private","Craft-repair",0,0,50,"United-States","<=50K"
"Private","Adm-clerical",0,0,40,"United-States",">50K"
"Self-emp-inc","Exec-managerial",0,0,40,"United-States","<=50K"
"Private","Other-service",0,0,40,"El-Salvador","<=50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Sales",0,0,40,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,20,"United-States","<=50K"
"Private","Exec-managerial",0,0,40,"United-States",">50K"
"Self-emp-not-inc","Other-service",0,0,40,"United-States","<=50K"
"Self-emp-not-inc","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Prof-specialty",0,0,14,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,40,"United-States","<=50K"
"Private","Sales",0,0,20,"United-States","<=50K"
"Private","Transport-moving",0,0,38,"United-States","<=50K"
"Private","Exec-managerial",7688,0,50,"United-States",">50K"
"State-gov","Prof-specialty",0,0,55,"United-States",">50K"
"Private","Handlers-cleaners",0,0,40,"United-States","<=50K"
"Private","Sales",0,0,50,"United-States","<=50K"
"Local-gov","Prof-specialty",0,0,40,"United-States","<=50K"
"Self-emp-inc","Sales",0,1887,55,"United-States",">50K"
"Self-emp-not-inc","Other-service",0,0,20,"United-States","<=50K"
"Private","Prof-specialty",0,0,40,"United-States","<=50K"
"Federal-gov","Handlers-cleaners",0,0,40,"United-States","<=50K"
"Federal-gov","Craft-repair",0,0,40,"United-States","<=50K"
"Federal-gov","Transport-moving",0,0,40,"Nicaragua","<=50K"
"Self-emp-inc","Sales",99999,0,40,"United-States",">50K"
"Private","Exec-managerial",0,0,45,"United-States",">50K"
"Private","Prof-specialty",0,0,55,"United-States","<=50K"
"Local-gov","Other-service",0,0,40,"United-States","<=50K"
"Federal-gov","Other-service",7298,0,40,"United-States",">50K"
"Private","Other-service",0,0,35,"United-States","<=50K"
"Private","Prof-specialty",0,0,40,"United-States","<=50K"
"Private","Prof-specialty",0,0,40,"United-States",">50K"
"Self-emp-inc","Exec-managerial",14084,0,50,"United-States",">50K"
"Private","Sales",0,0,40,"United-States",">50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Adm-clerical",0,0,40,"United-States","<=50K"
"Federal-gov","Prof-specialty",0,0,40,"United-States",">50K"
"Private","Transport-moving",0,0,40,"United-States","<=50K"
"Private","Adm-clerical",0,0,18,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Exec-managerial",0,0,40,"United-States","<=50K"
"Private","Transport-moving",0,0,55,"United-States",">50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Transport-moving",2174,0,40,"United-States","<=50K"
"Local-gov","Prof-specialty",0,0,40,"United-States",">50K"
"Private","Sales",0,0,47,"United-States","<=50K"
"Private","Machine-op-inspct",2407,0,40,"United-States","<=50K"
"State-gov","Exec-managerial",0,0,60,"United-States",">50K"
"Private","Handlers-cleaners",0,0,50,"United-States","<=50K"
"Local-gov","Adm-clerical",0,0,40,"China",">50K"
"Private","Craft-repair",0,0,40,"Mexico","<=50K"
"Private","Adm-clerical",0,0,48,"United-States","<=50K"
"Private","Prof-specialty",0,0,40,"United-States","<=50K"
"Private","Handlers-cleaners",0,0,40,"United-States","<=50K"
"Private","Sales",15024,0,50,"United-States",">50K"
"Private","Prof-specialty",0,0,36,"Philippines",">50K"
"Local-gov","Prof-specialty",0,0,40,"United-States","<=50K"
"Private","Exec-managerial",0,0,40,"United-States","<=50K"
"Private","Other-service",0,0,30,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Prof-specialty",0,0,4,"United-States","<=50K"
"Private","Adm-clerical",15024,0,40,"United-States",">50K"
"Self-emp-not-inc","Sales",15024,0,55,"United-States",">50K"
"Self-emp-inc","Prof-specialty",0,0,40,"United-States","<=50K"
"Private","Craft-repair",7688,0,70,"United-States",">50K"
"Private","Prof-specialty",0,0,35,"United-States","<=50K"
"State-gov","Exec-managerial",0,1092,40,"United-States","<=50K"
"Local-gov","Craft-repair",0,0,50,"United-States","<=50K"
"Private","Craft-repair",0,0,35,"United-States","<=50K"
"Private","Prof-specialty",0,0,40,"United-States","<=50K"
"Federal-gov","Prof-specialty",0,0,24,"United-States",">50K"
"Private","Adm-clerical",0,0,40,"United-States","<=50K"
"Private","Prof-specialty",0,0,50,"United-States",">50K"
"Self-emp-not-inc","Farming-fishing",0,0,70,"United-States","<=50K"
"Private","Transport-moving",0,1887,45,"United-States",">50K"
"Private","Craft-repair",1797,0,40,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"Dominican-Republic","<=50K"
"Self-emp-not-inc","Exec-managerial",0,0,25,"United-States","<=50K"
"Private","Tech-support",0,0,40,"United-States","<=50K"
"Self-emp-not-inc","Exec-managerial",0,1485,35,"United-States","<=50K"
"Private","Other-service",0,0,35,"United-States","<=50K"
"Private","Adm-clerical",0,0,40,"United-States","<=50K"
"Self-emp-not-inc","Farming-fishing",0,0,84,"United-States","<=50K"
"Private","Other-service",1055,0,30,"United-States","<=50K"
"Private","Other-service",0,0,50,"Mexico","<=50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Adm-clerical",0,0,25,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,40,"United-States","<=50K"
"Private","Craft-repair",0,0,50,"United-States","<=50K"
"Local-gov","Exec-managerial",0,0,50,"United-States","<=50K"
"Private","Sales",0,0,25,"United-States","<=50K"
"Private","Exec-managerial",0,1564,55,"England",">50K"
"Local-gov","Adm-clerical",594,0,10,"United-States","<=50K"
"Self-emp-inc","Prof-specialty",0,0,50,"United-States",">50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Adm-clerical",0,0,40,"United-States","<=50K"
"Self-emp-not-inc","Sales",0,0,72,"United-States",">50K"
"Private","Craft-repair",0,0,45,"United-States","<=50K"
"Private","Other-service",0,0,40,"United-States","<=50K"
"Private","Prof-specialty",0,0,32,"United-States",">50K"
"Federal-gov","Prof-specialty",15024,0,50,"United-States",">50K"
"State-gov","Transport-moving",0,0,48,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,45,"United-States","<=50K"
"Private","Craft-repair",0,0,45,"United-States","<=50K"
"Private","Craft-repair",0,0,45,"United-States",">50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Farming-fishing",0,0,40,"United-States","<=50K"
"Private","Adm-clerical",2885,0,25,"United-States","<=50K"
"Private","Adm-clerical",0,0,40,"United-States","<=50K"
"Private","Adm-clerical",0,0,15,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Sales",0,0,35,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,40,"United-States","<=50K"
"Private","Other-service",0,0,24,"United-States","<=50K"
"Self-emp-not-inc","Farming-fishing",0,0,50,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,40,"Guatemala","<=50K"
"Private","Craft-repair",0,0,40,"United-States",">50K"
"Private","Craft-repair",0,0,52,"United-States",">50K"
"Private","Prof-specialty",0,0,50,"United-States",">50K"
"State-gov","Prof-specialty",0,1902,40,"United-States",">50K"
"Private","Sales",0,0,40,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,40,"Mexico","<=50K"
"Private","Adm-clerical",0,0,40,"United-States","<=50K"
"Private","Prof-specialty",0,0,55,"England","<=50K"
"Private","Farming-fishing",0,0,12,"Mexico","<=50K"
"Private","Exec-managerial",0,0,40,"United-States","<=50K"
"Private","Transport-moving",5178,0,40,"Poland",">50K"
"Private","Machine-op-inspct",0,0,40,"United-States","<=50K"
"Private","Adm-clerical",0,0,40,"United-States","<=50K"
"Private","Other-service",0,0,27,"United-States","<=50K"
"Private","Transport-moving",0,0,32,"United-States","<=50K"
"Self-emp-not-inc","Exec-managerial",0,0,60,"United-States","<=50K"
"Private","Adm-clerical",0,0,37,"United-States","<=50K"
"Private","Prof-specialty",0,0,40,"United-States","<=50K"
"Local-gov","Prof-specialty",0,0,38,"United-States",">50K"
"Local-gov","Other-service",0,0,23,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,40,"United-States","<=50K"
"Private","Sales",0,0,20,"United-States","<=50K"
"Private","Exec-managerial",0,0,45,"United-States","<=50K"
"Private","Sales",0,0,40,"United-States",">50K"
"Private","Other-service",0,0,40,"United-States","<=50K"
"Private","Prof-specialty",0,0,98,"United-States","<=50K"
"Private","Prof-specialty",0,0,40,"United-States","<=50K"
"Self-emp-not-inc","Prof-specialty",0,2002,30,"United-States","<=50K"
"Self-emp-not-inc","Sales",0,0,40,"United-States",">50K"
"Private","Sales",0,0,40,"United-States","<=50K"
"Private","Adm-clerical",0,0,40,"United-States","<=50K"
"Private","Prof-specialty",6418,0,40,"United-States",">50K"
"Private","Sales",0,0,35,"United-States","<=50K"
"Private","Handlers-cleaners",0,0,38,"Jamaica","<=50K"
"Private","Other-service",0,0,50,"United-States","<=50K"
"Self-emp-not-inc","Exec-managerial",0,0,75,"United-States","<=50K"
"Private","Adm-clerical",0,0,40,"United-States","<=50K"
"State-gov","Other-service",0,0,21,"United-States","<=50K"
"State-gov","Prof-specialty",0,0,40,"United-States","<=50K"
"Federal-gov","Adm-clerical",0,0,40,"United-States","<=50K"
"Self-emp-not-inc","Craft-repair",0,0,40,"United-States",">50K"
"Private","Exec-managerial",0,0,60,"United-States",">50K"
"Private","Prof-specialty",0,0,40,"United-States","<=50K"
"State-gov","Prof-specialty",0,0,40,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"United-States",">50K"
"Private","Exec-managerial",0,0,40,"United-States","<=50K"
"Private","Adm-clerical",0,0,45,"United-States",">50K"
"State-gov","Adm-clerical",0,0,40,"United-States","<=50K"
"Private","Exec-managerial",0,0,40,"Iran","<=50K"
"Private","Prof-specialty",15024,0,45,"United-States",">50K"
"Private","Transport-moving",0,0,40,"United-States","<=50K"
"Private","Prof-specialty",0,0,45,"United-States",">50K"
"Private","Adm-clerical",0,0,40,"United-States","<=50K"
"Private","Exec-managerial",0,0,35,"United-States","<=50K"
"Private","Other-service",0,0,40,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,40,"Dominican-Republic","<=50K"
"Private","Tech-support",0,0,40,"United-States","<=50K"
"Self-emp-not-inc","Farming-fishing",0,0,20,"United-States","<=50K"
"Private","Adm-clerical",14344,0,40,"United-States",">50K"
"Private","Handlers-cleaners",0,0,40,"United-States","<=50K"
"Federal-gov","Handlers-cleaners",0,0,53,"United-States","<=50K"
"Private","Sales",0,0,55,"United-States","<=50K"
"Private","Sales",0,0,30,"United-States",">50K"
"Private","Exec-managerial",0,0,40,"England",">50K"
"Federal-gov","Adm-clerical",0,0,38,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Sales",0,0,45,"United-States","<=50K"
"Private","Craft-repair",0,0,35,"United-States","<=50K"
"Private","Handlers-cleaners",0,0,52,"United-States","<=50K"
"Private","Other-service",2202,0,80,"United-States","<=50K"
"Federal-gov","Prof-specialty",0,0,10,"United-States","<=50K"
"Private","Adm-clerical",0,0,28,"United-States","<=50K"
"Federal-gov","Adm-clerical",0,2080,40,"Philippines","<=50K"
"Local-gov","Other-service",0,0,25,"United-States","<=50K"
"Local-gov","Handlers-cleaners",99999,0,40,"United-States",">50K"
"Self-emp-not-inc","Farming-fishing",0,0,35,"United-States","<=50K"
"Private","Sales",0,0,40,"United-States","<=50K"
"Private","Sales",0,1564,60,"United-States",">50K"
"Local-gov","Other-service",0,0,53,"United-States","<=50K"
"Private","Prof-specialty",0,0,40,"United-States",">50K"
"Private","Prof-specialty",0,0,40,"United-States","<=50K"
"Private","Prof-specialty",0,0,40,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Sales",0,1669,45,"United-States","<=50K"
"Private","Adm-clerical",0,1876,40,"United-States","<=50K"
"Self-emp-not-inc","Adm-clerical",0,0,35,"United-States",">50K"
"Private","Adm-clerical",0,0,25,"United-States","<=50K"
"Private","Tech-support",0,0,40,"United-States","<=50K"
"Private","Adm-clerical",0,0,40,"United-States","<=50K"
"Private","Exec-managerial",0,0,35,"United-States","<=50K"
"Private","Sales",0,0,40,"United-States",">50K"
"Private","Prof-specialty",0,0,25,"United-States",">50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Tech-support",0,0,50,"United-States",">50K"
"Private","Adm-clerical",0,0,20,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,40,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Other-service",0,0,40,"United-States","<=50K"
"Private","Adm-clerical",0,1980,45,"United-States","<=50K"
"Private","Prof-specialty",0,0,40,"United-States","<=50K"
"Private","Adm-clerical",0,0,15,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,45,"United-States","<=50K"
"Private","Exec-managerial",0,0,40,"United-States",">50K"
"Private","Sales",0,0,20,"United-States","<=50K"
"Self-emp-not-inc","Other-service",0,0,35,"United-States","<=50K"
"Private","Machine-op-inspct",6497,0,65,"United-States","<=50K"
"Private","Adm-clerical",0,0,40,"United-States","<=50K"
"State-gov","Other-service",0,0,42,"United-States","<=50K"
"Self-emp-not-inc","Sales",0,0,70,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"Portugal","<=50K"
"State-gov","Prof-specialty",0,0,40,"United-States",">50K"
"Private","Exec-managerial",3908,0,40,"United-States","<=50K"
"Private","Adm-clerical",0,3770,40,"United-States","<=50K"
"Private","Handlers-cleaners",0,0,50,"United-States","<=50K"
"Private","Exec-managerial",0,0,50,"United-States",">50K"
"Private","Machine-op-inspct",0,1672,50,"United-States","<=50K"
"Federal-gov","Adm-clerical",0,0,30,"United-States","<=50K"
"Local-gov","Transport-moving",0,0,40,"United-States","<=50K"
"State-gov","Exec-managerial",0,0,50,"United-States",">50K"
"Private","Farming-fishing",0,0,36,"United-States","<=50K"
"Self-emp-not-inc","Exec-managerial",0,0,50,"United-States","<=50K"
"Private","Adm-clerical",0,0,27,"United-States","<=50K"
"Private","Sales",0,0,25,"United-States","<=50K"
"Private","Transport-moving",0,0,40,"United-States","<=50K"
"Private","Prof-specialty",0,0,45,"United-States",">50K"
"Private","Transport-moving",0,0,40,"United-States",">50K"
"Private","Craft-repair",0,0,40,"United-States",">50K"
"Private","Prof-specialty",0,0,45,"United-States","<=50K"
"Self-emp-not-inc","Exec-managerial",0,0,45,"United-States","<=50K"
"Self-emp-not-inc","Prof-specialty",0,0,20,"United-States","<=50K"
"Private","Prof-specialty",0,0,35,"United-States","<=50K"
"Local-gov","Prof-specialty",0,0,40,"United-States",">50K"
"Private","Craft-repair",0,0,40,"Guatemala","<=50K"
"Private","Farming-fishing",0,0,40,"United-States","<=50K"
"Private","Prof-specialty",0,0,40,"United-States","<=50K"
"Private","Prof-specialty",1506,0,40,"United-States","<=50K"
"Private","Other-service",0,0,50,"Portugal",">50K"
"Private","Protective-serv",0,0,40,"Thailand","<=50K"
"Private","Sales",7298,0,40,"United-States",">50K"
"Private","Other-service",0,0,24,"United-States","<=50K"
"Private","Craft-repair",0,0,50,"United-States","<=50K"
"Self-emp-not-inc","Exec-managerial",0,0,60,"United-States",">50K"
"Private","Sales",0,0,30,"United-States","<=50K"
"Private","Transport-moving",0,0,45,"United-States","<=50K"
"Private","Transport-moving",6497,0,40,"United-States","<=50K"
"Private","Protective-serv",0,0,40,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Sales",0,1504,40,"United-States","<=50K"
"Private","Exec-managerial",0,0,40,"China","<=50K"
"Private","Exec-managerial",0,0,50,"United-States","<=50K"
"Private","Sales",0,0,8,"United-States","<=50K"
"Self-emp-not-inc","Sales",0,0,55,"United-States","<=50K"
"Private","Exec-managerial",0,0,40,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,40,"United-States","<=50K"
"Local-gov","Farming-fishing",0,0,40,"United-States","<=50K"
"Private","Handlers-cleaners",0,0,48,"United-States",">50K"
"Private","Adm-clerical",7443,0,40,"United-States","<=50K"
"Private","Other-service",0,0,40,"United-States","<=50K"
"Local-gov","Prof-specialty",0,0,40,"United-States","<=50K"
"Private","Other-service",0,0,40,"United-States","<=50K"
"Self-emp-not-inc","Prof-specialty",0,0,35,"Mexico","<=50K"
"Private","Machine-op-inspct",0,0,40,"United-States","<=50K"
"Private","Handlers-cleaners",0,0,30,"United-States","<=50K"
"Local-gov","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Machine-op-inspct",0,0,40,"Haiti","<=50K"
"Self-emp-not-inc","Farming-fishing",0,0,50,"United-States","<=50K"
"Self-emp-inc","Other-service",0,0,15,"United-States","<=50K"
"Federal-gov","Exec-managerial",0,0,40,"United-States",">50K"
"Private","Prof-specialty",0,0,40,"United-States","<=50K"
"Private","Prof-specialty",3103,0,50,"United-States",">50K"
"Private","Prof-specialty",0,0,40,"United-States","<=50K"
"Private","Exec-managerial",0,0,40,"United-States","<=50K"
"Private","Other-service",0,0,44,"United-States","<=50K"
"Private","Prof-specialty",8614,0,40,"United-States",">50K"
"Private","Other-service",0,0,40,"United-States","<=50K"
"Private","Adm-clerical",0,0,30,"United-States","<=50K"
"State-gov","Prof-specialty",0,0,40,"United-States","<=50K"
"State-gov","Exec-managerial",0,0,42,"United-States","<=50K"
"Private","Sales",2885,0,15,"United-States","<=50K"
"Private","Sales",3942,0,40,"United-States","<=50K"
"Private","Adm-clerical",0,0,40,"United-States","<=50K"
"Private","Sales",0,0,45,"United-States",">50K"
"Private","Adm-clerical",0,0,48,"United-States","<=50K"
"Private","Sales",2580,0,40,"United-States","<=50K"
"Private","Craft-repair",0,0,40,"United-States","<=50K"
"Private","Handlers-cleaners",0,0,40,"Columbia","<=50K"
"Private","Exec-managerial",0,0,50,"India",">50K"
"Private","Craft-repair",0,0,40,"United-States",">50K"
"Private","Prof-specialty",0,0,80,"United-States","<=50K"
